,train_loss,validate_loss,validate_accuracy
0,0.8722071875889038,2.8642625595445756,9.83
1,0.47261729531733065,0.4734509831796594,89.09
2,0.43490645419269497,0.41143726245330325,90.25
3,0.4220518455960549,0.3945296148049634,90.8
4,0.41554939748312564,0.38652661408022015,91.35
5,0.4108095107109661,0.38072626182547453,91.35
6,0.40776744492133427,0.37784318057333927,91.44
7,0.4050081892568407,0.37534408058152946,91.42
8,0.4021948094052783,0.3755840651974809,91.29
9,0.40047395722845663,0.3710065722852481,91.59
10,0.398456665071932,0.3696744839980723,91.89
11,0.39708862621707985,0.3694335976941683,91.71
12,0.39569824785538005,0.3669974982828898,91.74
13,0.3942368532747729,0.36552014080336626,91.8
14,0.39315858795490355,0.3644972474730178,91.64
15,0.39202264817366117,0.364417089133974,92.02
16,0.3916384228267423,0.3643172672006364,91.76
17,0.39057883944849814,0.3620755853324246,91.91
18,0.38958117193461816,0.359928406693004,91.85
19,0.3889835376372088,0.3613810306509797,91.94
20,0.38825137659388353,0.3595776982355266,91.92
21,0.3876069808955,0.36117458470775493,91.86
22,0.3867555255556107,0.35694816380875827,92.06
23,0.3861757196119855,0.3595530931967744,91.93
24,0.38599001729975463,0.3566069712260341,91.92
25,0.38549701322033975,0.3577356797750117,92.06
26,0.38475563645653005,0.3573918395920311,91.96
27,0.38452222330443503,0.3551047462683505,91.97
28,0.3846135894292744,0.35526119689161006,92.11
29,0.38381194015002335,0.35467892377207727,91.95
30,0.3835515374466298,0.35496601514879933,92.15
31,0.38363272279559146,0.3540395686451907,92.07
32,0.3828728344388492,0.35356408092062397,92.09
33,0.382301775423338,0.3534693555070214,92.07
34,0.3827255120972289,0.35440384598556623,92.11
35,0.38272069948347226,0.35507702245055545,92.07
36,0.38219400889494765,0.3529227889370776,92.2
37,0.3816742513652903,0.35371991474263376,91.94
38,0.3818096581945005,0.35219165097622873,92.11
39,0.38152654475678865,0.3527409368319495,92.11
40,0.38150888017604817,0.3551021794428626,92.01
41,0.3814203205661715,0.3523922460835338,92.08
42,0.38095120180899705,0.3526114824777698,92.29
43,0.3811641577108936,0.35245626018122156,92.29
44,0.3808851980619205,0.3519426141621621,92.19
45,0.3806100961575321,0.35261480975310316,92.17
46,0.3802535291937643,0.350258690397111,92.28
47,0.3805967958547775,0.3521893590964696,92.11
48,0.3802531569897675,0.3506772343747428,92.29
49,0.3804029081910431,0.35154635662995565,92.25
50,0.37977581677640626,0.35113368881310114,92.19
51,0.3799250409954859,0.35194627138006834,92.24
52,0.3800144271623256,0.35084585091333986,92.21
53,0.3797064113739337,0.35094953815585517,92.18
54,0.37954286071545096,0.3534644477879868,92.16
55,0.378928994168284,0.34982200891311055,92.23
56,0.37904676756030226,0.3503512043298623,92.28
57,0.37896844948984465,0.3502670627915821,92.19
58,0.3790645821334394,0.34994669852041793,92.17
59,0.3787800811057126,0.35017988729336486,92.32
60,0.3782182817636459,0.35079171509546525,92.21
61,0.3785021438418635,0.3503899265472915,92.31
62,0.3782687856947739,0.3499444845918333,92.24
63,0.3780243946938928,0.35004886846442324,92.3
64,0.37778076471519206,0.35016296873187025,92.16
65,0.37799059563307746,0.35007971244534036,92.33
66,0.3775731207887685,0.3493722205946658,92.23
67,0.37746636071640705,0.34893926340267983,92.18
68,0.37719659151498897,0.3494221949470648,92.22
69,0.37737973728262425,0.3482634492312703,92.27
70,0.37673714805439956,0.34716659501321057,92.26
71,0.37674128340069446,0.34857987955245556,92.28
72,0.37619388848599067,0.3490784052822503,92.4
73,0.37685658670454053,0.3474560480806045,92.32
74,0.3763292246836088,0.34792819102538813,92.32
75,0.37577805570216566,0.3478179602735457,92.18
76,0.3758693416517573,0.3472451358553712,92.32
77,0.3758239352981642,0.34828156266120547,92.21
78,0.37577160872794296,0.34821714499086087,92.2
79,0.37533761955562334,0.3463355669399937,92.35
