,train_loss,validate_loss,validate_accuracy
0,0.501020174414659,2.998330057824217,10.64
1,0.2856225089232458,0.2828757039873478,92.01
2,0.24295324690490455,0.24060314478613476,93.01
3,0.21154770518654906,0.2212964124254853,93.54
4,0.1884743174208798,0.18935457461330085,94.62
5,0.17114220851944567,0.17575059346027855,95.03
6,0.15763661925850117,0.168966271621242,95.09
7,0.14579541361350937,0.15521102473705004,95.69
8,0.13723475788014516,0.15049061274959893,95.76
9,0.12958226731825473,0.14581226690669533,95.84
10,0.12359312301138321,0.13520762682461232,96.15
11,0.11739795874879765,0.1339545326471316,96.11
12,0.11187828666786154,0.1331157905636539,96.21
13,0.10761020510026463,0.1298784935733698,96.31
14,0.10315606515960682,0.12585977300402273,96.32
15,0.09962820273169083,0.1239682079940024,96.4
16,0.09571435841643607,0.125082105578226,96.37
17,0.09202981228585555,0.12193175993635293,96.41
18,0.08968165510987591,0.12086448725410077,96.5
19,0.08615265033204735,0.119955301581125,96.61
20,0.08383753018292839,0.11704342161746863,96.57
21,0.08098148475982746,0.11821721224945407,96.5
22,0.07860707240977874,0.12159506211418043,96.51
23,0.07680875028829684,0.11633387013415436,96.56
24,0.0739813344802491,0.11485318119004376,96.58
25,0.07205543334692582,0.11756161795363274,96.58
26,0.07012245739903131,0.11442579042094442,96.82
27,0.06795436117576906,0.11589383813107867,96.59
28,0.06592769298926474,0.1254993122988848,96.51
29,0.06450601098515632,0.11555632408609315,96.77
30,0.06277493055638032,0.12058153267970093,96.41
31,0.060857829880461574,0.11544741004249204,96.81
32,0.05918500227456067,0.1154203955626279,96.83
33,0.05802563815497684,0.11419739628449388,96.68
34,0.056310080227909155,0.11412841146889384,96.68
35,0.05492934345296324,0.11667425198541394,96.66
36,0.05335745522550708,0.12330265555850135,96.4
37,0.05206477024646296,0.11623868132701352,96.75
38,0.05083960901229168,0.11976455838346085,96.61
39,0.04995634967375633,0.1179488153235467,96.69
40,0.04841303047940409,0.11952356383326546,96.67
41,0.04769173744704601,0.1171855507643527,96.61
42,0.04634643963739378,0.11992727222085572,96.67
43,0.044769644000836946,0.12103265308570678,96.44
44,0.04438562665739618,0.12431106132966291,96.59
45,0.0430683399109217,0.11984801163067038,96.66
46,0.041642927329015346,0.12091487944604346,96.65
47,0.04109619062372597,0.11981116823174619,96.77
48,0.040277291387012686,0.11917615090627069,96.64
49,0.039181917826012984,0.12405871155917675,96.72
50,0.03815495358594594,0.12046569074730476,96.78
51,0.03726212944811115,0.12588698257293118,96.62
52,0.03642140234712953,0.12458770023179011,96.61
53,0.03581910583240029,0.1211315602379377,96.8
54,0.03496286532918185,0.12613724629911596,96.73
55,0.034191645521275675,0.12454764133167266,96.81
56,0.0338389290602294,0.12457115664333585,96.78
57,0.03250119669475041,0.12422116757933227,96.71
58,0.032482310146463245,0.12893775814607158,96.63
59,0.031146170262006154,0.13011702328929936,96.62
60,0.030704073538924945,0.12731045102161986,96.65
61,0.030090506886616603,0.1296077587301876,96.61
62,0.02949882574770186,0.1277829733698903,96.64
63,0.028812121370036026,0.12869468617973523,96.62
64,0.028350674122460468,0.1295322374648363,96.72
65,0.027223073092199117,0.13102648930264182,96.67
66,0.026583046061458053,0.14121907739185136,96.32
67,0.026201918298222163,0.13633694286913692,96.66
68,0.0255195874826074,0.13802701701247902,96.52
69,0.025152501382236677,0.13232197112508037,96.53
70,0.02493727229020739,0.13624786661095098,96.64
71,0.023720122939836698,0.13350122178583734,96.69
72,0.02384509832037127,0.13848337190313723,96.59
73,0.023290423162536076,0.13625575160628178,96.62
74,0.02266041126687096,0.13480491880076012,96.61
75,0.022093119649897575,0.13881478826110502,96.53
76,0.021633088426008654,0.14290052443039136,96.66
77,0.021249278689209943,0.13847866592901123,96.63
78,0.020517170177956227,0.1399439584107457,96.68
79,0.020124219348041594,0.13997449134321488,96.71
