,train_loss,validate_loss,validate_accuracy
0,0.6832199041768878,2.804139557819874,9.83
1,0.5472951018388014,0.5142025644344752,89.27
2,0.5421373801756003,0.5088776260008483,89.84
3,0.5394300804377731,0.5073725258407844,89.39
4,0.5393753774886136,0.5055110616881889,89.98
5,0.5362017941012525,0.5020890894986175,89.0
6,0.5351388113353501,0.4968823538577587,90.12
7,0.5346590292216952,0.49759584307500065,89.76
8,0.5333492617913396,0.49169046592183024,90.07
9,0.5327831011484557,0.49617076840636576,89.99
10,0.5318803754972902,0.5044900446900382,88.54
11,0.5311112290247104,0.4912911069676397,90.16
12,0.5312287116246932,0.4929940331460338,89.92
13,0.5299536562826531,0.500202849952291,89.91
14,0.5298064886975947,0.4960994497510736,90.09
15,0.529798228718165,0.5019284597946294,89.76
16,0.528959513800695,0.4962644948204599,89.69
17,0.528910476155492,0.48824600944326246,90.24
18,0.5292388787257979,0.49683382765690204,90.16
19,0.5281722609770503,0.48374673597369483,90.21
20,0.5293845386385376,0.49462802655797433,90.09
21,0.5269194494287972,0.4833747094462168,90.36
22,0.527726944208489,0.4885330086279618,90.37
23,0.5266170557138571,0.4827842198360685,90.6
24,0.527695730741395,0.4946306929501373,89.93
25,0.527456514021227,0.49309054927811946,90.18
26,0.5265804364388375,0.48648894630598616,90.13
27,0.5270179566562152,0.5045004973019036,89.45
28,0.5267224685669453,0.4883559102505955,90.12
29,0.5261058121986198,0.48729581165445124,90.14
30,0.5260459535148774,0.4922658186949683,89.49
31,0.5263021858177779,0.48879712693746896,90.2
32,0.5262770089138263,0.4912684691419986,90.21
33,0.5264496542257757,0.4994190258096667,89.94
34,0.5258096366925777,0.48568851212279335,90.26
35,0.5256379516746281,0.4923414459831043,90.27
36,0.5262430510047332,0.48647154206608756,90.12
37,0.5259176764021233,0.4858118700311741,90.19
38,0.5254379905795243,0.4874401082475564,89.85
39,0.5263125874987077,0.4882086259635875,90.21
40,0.5260493166416994,0.4955888087869732,89.39
41,0.5257574394393884,0.4940093302237935,89.89
42,0.525495010727824,0.48823424149609035,89.95
43,0.5253321175273546,0.49571655928783603,89.88
44,0.5259232478546954,0.491346113789532,89.88
45,0.5255180326389511,0.4835835627998428,90.21
46,0.5257961047333938,0.48572149606617904,89.91
47,0.525377818315217,0.4879779683197136,89.81
48,0.5254423759324286,0.48733241793568394,90.58
49,0.5260649482506543,0.4915683900749006,89.9
50,0.5255360245247165,0.48885712723337993,90.04
51,0.5253642404069164,0.48607611054890704,90.0
52,0.5247039833288408,0.48874210639014537,90.36
53,0.5244444708739799,0.4880494366887984,90.22
54,0.5257568128445885,0.4922445598070016,90.48
55,0.5251913928147792,0.48378159613002025,90.32
56,0.523771525793105,0.4902669227220683,90.08
57,0.5242371950253126,0.49122763057607316,90.27
58,0.5242341172057816,0.48894399992377346,90.19
59,0.5240863731030526,0.4882276728435561,90.02
60,0.5242038506648806,0.4883046199695075,89.26
61,0.5226137023214112,0.4866265974126129,90.31
62,0.5229127793947547,0.49118317173662474,89.63
63,0.5234257217021513,0.49740178981775823,89.22
64,0.5233235416902149,0.49036906027335025,89.78
65,0.5235996074612053,0.4957557592376189,90.08
66,0.5236433457411236,0.4908713184880578,90.31
67,0.5229500813240613,0.49454113160655405,89.98
68,0.5233093132826424,0.4910299339965581,89.74
69,0.5233989256185673,0.494034058285005,89.54
70,0.5237372424509633,0.48400999212058676,90.23
71,0.5232157172994016,0.4859934961410597,90.32
72,0.5234987797111755,0.4859104202095842,90.48
73,0.5233534796388757,0.4823520383025839,90.66
74,0.5235412516516529,0.4848419862855475,90.57
75,0.5238639089195734,0.48728095870430327,90.3
76,0.5230168715831017,0.4826377883670384,90.38
77,0.5233292178396569,0.488080352479864,89.85
78,0.5238295861314232,0.4871988605889337,90.37
79,0.523908535545496,0.48573455186606324,89.98
80,0.5230159885198655,0.48122978999238897,90.49
81,0.5233028834145271,0.4844298841391141,90.28
82,0.5235755851561028,0.4907665747678523,89.99
83,0.5238945295877897,0.4852045575556899,90.05
84,0.522915951217522,0.4837701283781361,90.02
85,0.5238569933913542,0.4987005567982943,88.82
86,0.5237025671673351,0.4870204079331872,90.06
87,0.5235494362955028,0.48893871638685493,89.54
88,0.5231562353667472,0.486778100266394,90.14
89,0.523108881765017,0.49845133480315224,89.72
90,0.5235101686444962,0.4885375330895792,90.47
91,0.523642886491847,0.4877576742327875,89.65
92,0.5223161886887201,0.48219999159042926,90.51
93,0.5232069596159374,0.4912505198697438,90.12
94,0.5241826362813746,0.48353884669336966,90.35
95,0.52264600079572,0.4907168301741086,89.56
96,0.5240978266571832,0.49003554469646116,89.95
97,0.5231623791519608,0.4878240331011742,89.97
98,0.5228495624908303,0.4943367162463644,89.64
99,0.5237885062812684,0.49422122438146854,89.71
