,train_loss,validate_loss,validate_accuracy
0,1.082034858596578,3.8677832528967664,9.62
1,0.5522374645857776,0.568511527704614,88.21
2,0.503656089167038,0.4780828541887895,89.92
3,0.48988564598990575,0.4595993171134236,90.0
4,0.4843854318197261,0.45178940489323943,90.22
5,0.4812889205129701,0.4483200801751489,90.49
6,0.47902257078944255,0.44493550124876274,90.64
7,0.4778635884550424,0.4438615477018553,90.66
8,0.4761882790933054,0.4426759794615725,90.72
9,0.4748114653397684,0.4398649318463903,91.0
10,0.47389005041882715,0.44202682357881984,90.67
11,0.4731460238957567,0.4404253912589068,90.54
12,0.47241317178231773,0.438696293448716,90.84
13,0.47157389188297855,0.43769851219556233,90.78
14,0.47059301912666984,0.4362983971372109,91.08
15,0.4700489836417629,0.43701711689529865,90.67
16,0.4694802848884667,0.4367546837521153,90.9
17,0.468808649942636,0.4354447310403148,90.66
18,0.46782368097984395,0.4343230868696252,90.85
19,0.4676602243179923,0.43487875582382823,90.92
20,0.4671481656254412,0.4332147422749236,90.78
21,0.46639901266651046,0.43196438654334496,90.99
22,0.4660392456487668,0.43226641542661737,90.96
23,0.4653831346573143,0.43152816802321103,90.85
24,0.4646849720664441,0.4302536158553672,90.88
25,0.4645611032803846,0.43096774082719486,90.99
26,0.46454718993366767,0.4313223551940554,91.01
27,0.46333274977361316,0.43000990733634464,91.04
28,0.4632140743815586,0.4309861223367847,90.75
29,0.4626572640524803,0.43134126261707834,91.01
30,0.46283016036363844,0.4290651958293962,91.08
31,0.4615408744287664,0.42750499355330274,91.02
32,0.4618151978005959,0.42823457909212875,91.25
33,0.4612175287701445,0.4285714596269221,90.94
34,0.4611423341943413,0.4277478292830334,91.15
35,0.46075423744046856,0.42708349087175773,91.12
36,0.46004683491977333,0.42641133560051975,91.12
37,0.45933255144079843,0.42636781894641074,91.09
38,0.4593405775273158,0.42642085242240735,91.12
39,0.4591006341995402,0.4253283001149836,91.17
40,0.45901898806178715,0.42491396301833967,91.16
41,0.4585854049103921,0.424963053433935,91.29
42,0.45785560317058044,0.4257889769006046,90.88
43,0.45855132549813765,0.4257061579393671,91.0
44,0.45768787472257577,0.42341300031447815,91.22
45,0.4572087511541808,0.42435691556801775,91.11
46,0.4573187052363174,0.4240465746089316,91.18
47,0.45697539837255347,0.42498540696172876,91.29
48,0.45677474616136343,0.42369361748333784,91.12
49,0.456528104887776,0.42392477686908797,91.2
50,0.4565523485849078,0.42311170868258313,91.14
51,0.45599968056807333,0.42341973281452244,91.14
52,0.4560689844591198,0.42295307503276164,91.23
53,0.4560625733566517,0.4243822582260699,90.84
54,0.45578593577932514,0.42308032145524094,91.19
55,0.4557511311686186,0.42232984990019284,91.16
56,0.4549943871418362,0.4239715769599772,91.14
57,0.4552114587936989,0.4222803850045205,91.18
58,0.45510262100134913,0.4223635300110277,91.12
59,0.4548244705957685,0.42212458876218745,91.22
60,0.4545935213949372,0.42320712719222037,91.03
61,0.45533507200223833,0.422503167083082,91.24
62,0.45410285861357996,0.4205099236661197,91.27
63,0.4547911707972791,0.42334938769175007,91.19
64,0.45419921208857006,0.4212089713349624,91.25
65,0.45452545456019694,0.4215615824288453,91.25
66,0.45415941860294523,0.42213379424441555,91.4
67,0.4542092064933473,0.4214893097102394,91.14
68,0.4539842256154558,0.4218599180567755,91.25
69,0.4536672826881802,0.4221802769920857,91.1
70,0.45409728936728855,0.4217810127010181,91.34
71,0.45420548478119543,0.42107946241965155,91.26
72,0.4538012589936152,0.42124211498744235,91.17
73,0.4532236168740306,0.42042093217761806,91.33
74,0.45321345526053525,0.4209691394122212,91.35
75,0.4536948092448289,0.4227638548650697,91.13
76,0.4533959754544741,0.42092907319580924,91.19
77,0.4536809481983401,0.4209631041818022,91.27
78,0.4529338916777516,0.4206708938228844,91.28
79,0.4529367875582852,0.42010692152438267,91.22
80,0.45301711491257146,0.42020578745214104,91.19
81,0.45307786572526954,0.4205432794068809,91.28
82,0.4527953408765165,0.420431831787719,91.19
83,0.4534249646436195,0.4222700120968004,91.09
84,0.452804758857859,0.42103828038147423,91.38
85,0.45249592895648316,0.4218264239761954,91.01
86,0.4529497615910356,0.4205504809092409,91.26
87,0.45252338953140037,0.4194270274289888,91.29
88,0.4528441536561834,0.4211200707291929,91.35
89,0.4525342986241028,0.4194624041416033,91.27
90,0.4528192892222098,0.4202817699034258,91.37
91,0.4525293179051329,0.42018454091516366,91.19
92,0.45219829504887027,0.42002571956327417,91.17
93,0.45273166135971854,0.4189783205007078,91.36
94,0.4516820728711883,0.41998428189959724,91.29
95,0.45271564905109707,0.4208569039158363,91.18
96,0.4518206999264886,0.4192614565716357,91.22
97,0.4524327210673105,0.4206917995511268,91.15
98,0.45157460620861223,0.4180875081905785,91.32
99,0.4521574355576605,0.4191543145510503,91.12
