,train_loss,validate_loss,validate_accuracy
0,0.5423312418226754,2.421719168488368,9.9
1,0.312313692158516,0.3070839590337311,91.1
2,0.278017372631296,0.2694210869396929,92.31
3,0.25607187550191424,0.2486796068545531,92.81
4,0.2387590932193946,0.22980473714747532,93.38
5,0.2256606293966274,0.22145117713832455,93.62
6,0.21436475989650894,0.2107704961426984,94.05
7,0.20531318388447486,0.20024969699789028,94.25
8,0.19748251238588116,0.19848066004459902,94.3
9,0.19089560449854365,0.19642385625246733,94.31
10,0.18452896122299614,0.19153461548071826,94.56
11,0.1802743624605297,0.18677996790442444,94.67
12,0.17486055648638898,0.1847116671166025,94.76
13,0.17077990821411718,0.18780942401993506,94.9
14,0.16674708440334662,0.18424165443472862,94.83
15,0.16338661114551445,0.17860596169285903,94.96
16,0.1603323267969965,0.1781093219188886,95.03
17,0.15771251542463266,0.17578310754679086,95.04
18,0.15440946014066093,0.17341167786167636,95.04
19,0.15240064829417313,0.1711722037700531,95.21
20,0.14935945276557727,0.17221742514422483,95.19
21,0.14768927238120869,0.17606637358739474,94.96
22,0.14536869126074828,0.17224050241310945,95.22
23,0.14414346553686996,0.17161844649886282,95.1
24,0.14114445305463522,0.16733246945705366,95.28
25,0.1391844170828691,0.17040661073900026,95.19
26,0.1379776051484373,0.1709724245381709,95.25
27,0.13551767627779107,0.17210707523377966,95.21
28,0.1342980709864699,0.16731197399113854,95.33
29,0.1330105390251747,0.17013819683239886,95.42
30,0.1309736604638599,0.16916373702493223,95.18
31,0.12928747349869216,0.1745829527506993,95.18
32,0.1284512687241556,0.16656359279914773,95.34
33,0.1270880951052649,0.16975299057494728,95.22
34,0.12585348335318366,0.1728335966777296,95.27
35,0.12454501673654915,0.16927857586047837,95.29
36,0.12303373924511694,0.17240754942303735,95.03
37,0.12208451734990951,0.169299491625548,95.29
38,0.12050897957009336,0.17063759253411673,95.18
39,0.11960253663199312,0.16885784828235678,95.47
40,0.11923359845689542,0.17378992428277087,95.27
41,0.11746375212529725,0.17425467727022395,95.14
42,0.11664068543716442,0.16953988648530352,95.32
43,0.1156996084077343,0.17457035535705034,95.38
44,0.11497340916252553,0.17657382553672818,95.08
45,0.11360843589527655,0.17153853925296764,95.27
46,0.11264764015931103,0.1785680161358521,95.17
47,0.11072276068853878,0.17346956416722162,95.26
48,0.11124369534052947,0.1726055115185436,95.34
49,0.11002305357796027,0.17846624939797512,95.17
50,0.10926693708697252,0.17392100061555368,95.38
51,0.10861091681270806,0.17180224038707545,95.31
52,0.10827269290701555,0.17499617808613968,95.06
53,0.10769888168983953,0.17540141539291648,95.12
54,0.10636793913165388,0.17836126728133972,95.17
55,0.10639785961895702,0.1765365135376722,95.26
56,0.1051121340068831,0.17442892140936297,95.36
57,0.10441063556438666,0.1842344108676355,95.24
58,0.10360349522361131,0.19065497045251906,94.83
59,0.10282974919051106,0.17612358004755185,95.25
60,0.10269515565277625,0.18121205226838585,95.24
61,0.10192559179940483,0.18643488973811276,95.05
62,0.1008765442455628,0.17898636284791727,95.21
63,0.10033073707414905,0.1778249763355108,95.39
64,0.0998007489378164,0.1774827196906351,95.25
65,0.09928273212224499,0.1832013132322858,95.29
66,0.09857513792363123,0.17933727050476275,95.3
67,0.09777988443350494,0.18579495517211178,95.11
68,0.09743492320691828,0.18031183937332299,95.23
69,0.09657390211572721,0.18372805511709986,95.1
70,0.09675888554601271,0.18259919363636337,95.32
71,0.09571313742235671,0.18649365762217618,95.3
72,0.0948937333472507,0.18663538897518459,95.24
73,0.09558583421810807,0.18615821236443683,95.32
74,0.0944254128613552,0.18313143963564477,95.15
75,0.09352693734221029,0.18713711958859985,94.91
76,0.09326755160238787,0.1848333933132037,95.27
77,0.0926168869008912,0.19254324350088234,94.99
78,0.09222168582183699,0.1923125948516694,95.04
79,0.09156561023469172,0.18661963041236154,95.27
