,train_loss,validate_loss,validate_accuracy
0,1.9436609746681373,2.9452940941883066,10.64
1,1.1953472311409155,1.4626831059817138,66.74
2,0.8237409398192358,0.9293545203156766,79.5
3,0.6470721169189183,0.6751951908739011,84.24
4,0.5523930013030538,0.5522248362024661,86.63
5,0.49459959181062646,0.4821552630512075,87.82
6,0.4560087357803689,0.4364254945028864,88.51
7,0.42857778306200767,0.40690686953633287,89.2
8,0.4078508763640142,0.38490942435255077,89.51
9,0.39201350471456675,0.36854153064418477,89.86
10,0.3791277256512384,0.35550503169390857,90.07
11,0.36836910454544347,0.3443078193613035,90.32
12,0.35947679713779557,0.33554624774445535,90.54
13,0.35165887048836936,0.32810940230526087,90.74
14,0.3447842644663497,0.32164225794496376,90.81
15,0.33875124857515676,0.3165092771737896,90.93
16,0.33326984180100583,0.31115741632001725,91.11
17,0.3284896808419782,0.30672656798621295,91.19
18,0.32392185970261717,0.30300314218080493,91.3
19,0.3198156369044351,0.29910677541733155,91.43
20,0.3160346135312404,0.29582739029537725,91.52
21,0.312509105601919,0.29281763222826657,91.59
22,0.3093602320475089,0.290767695114603,91.66
23,0.30619708519847116,0.2873242216913909,91.86
24,0.3033679362989565,0.28449555767552603,91.83
25,0.3005715165006398,0.28211899615897995,91.94
26,0.2980477854760217,0.2799860812344887,92.05
27,0.29548872093087175,0.2782008361569794,92.06
28,0.29318006010762065,0.27574570323668746,92.12
29,0.29094800614623584,0.2737516455426815,92.2
30,0.2886974624552279,0.27163400759679507,92.22
31,0.2866702348282011,0.2702888055447786,92.22
32,0.284651333290239,0.2684244389216857,92.3
33,0.28282200961090226,0.26717151829951763,92.38
34,0.2808744416636221,0.265390040041335,92.26
35,0.27912618031122705,0.2635257514372998,92.53
36,0.27731330829690715,0.26268050111734054,92.5
37,0.27566637875064987,0.2611470111525965,92.59
38,0.2739896853652992,0.25942692084835023,92.55
39,0.27249027278035337,0.25844104456046924,92.66
40,0.27095816489984165,0.2565972909308615,92.79
41,0.2693298643975311,0.2556649720308847,92.76
42,0.2678642918234707,0.25440838365322604,92.75
43,0.26641219989062115,0.25372354200255065,92.78
44,0.2649722981235177,0.2523302895232645,92.89
45,0.2635654818281775,0.2510337095741016,92.86
46,0.2621878789728313,0.2499408364511133,92.93
47,0.2609842906477243,0.24890332278334132,92.9
48,0.2595744722028297,0.24769286051096892,92.96
49,0.2583010982016648,0.24667469011969997,92.99
50,0.25698383611295444,0.24609791601827855,93.05
51,0.25579034694625513,0.24471049376307455,93.1
52,0.2545583817339094,0.24434240166447008,93.07
53,0.2533373238635419,0.24314177073510895,93.21
54,0.25216781702067476,0.24224385377733887,93.24
55,0.2509929995581048,0.2414308074167171,93.22
56,0.2498582200137788,0.24097832410829764,93.25
57,0.24869906224868177,0.23970235066946016,93.34
58,0.24759435044383138,0.23899140696537116,93.3
59,0.24658821647988502,0.23821366565159502,93.31
60,0.2454857587955484,0.2373016475510374,93.39
61,0.24436982199129106,0.23648852111907695,93.4
62,0.2433973070912979,0.23533406648658628,93.43
63,0.24228742635504305,0.2349810037947959,93.47
64,0.24129920463523746,0.23392818438620333,93.39
65,0.24031248447994255,0.23378384960892923,93.44
66,0.23921966396612931,0.23276579347920356,93.52
67,0.23837762213206862,0.23131558333737398,93.57
68,0.2374345257538535,0.23144499177505226,93.5
69,0.23644679762893575,0.2299834579681007,93.58
70,0.23550351248064574,0.22979743844051723,93.58
71,0.23455142587868977,0.22922902868848474,93.59
72,0.23355186242694234,0.22778933716245042,93.57
73,0.23269692167179593,0.22738168755463967,93.59
74,0.23166672754739212,0.22688595182701232,93.63
75,0.23089536081541245,0.22622973980717,93.69
76,0.22987482220115216,0.22520833392103082,93.64
77,0.22910601979043926,0.22516346674468127,93.72
78,0.2283074414584482,0.22416627167444467,93.77
79,0.227411223398943,0.22285564607435818,93.81
